Amount Pending,State,Tenure,Interest Rate,City,Bounce String,Disbursed Amount,Loan Number
751,Madhya Pradesh,7,21.92,Sagar,SBSSS,4893,IKIW5
701,Madhya Pradesh,7,23.58,Vidisha,BSSBB,4543,4C98J
882,Madhya Pradesh,8,22.16,Indore,SSBBS,6504,KTZA1
751,Madhya Pradesh,7,21.92,Vidisha,BSSSB,4893,QIAXY
751,Madhya Pradesh,7,21.92,Mandsaur,SSBBS,4893,H5MFM
904,Madhya Pradesh,8,22.92,Rewa,SSBBS,6648,HSMCI
751,Madhya Pradesh,7,21.92,Vidisha,SBSSS,4893,WIIE6
835,Madhya Pradesh,7,19.61,Raisen,SSSSS,5481,K44HQ
851,Madhya Pradesh,7,19.22,ANUPPUR,SSSSS,5593,2E8D8
751,Madhya Pradesh,7,21.92,Satna,SSSBS,4893,3U5OH
835,Madhya Pradesh,7,19.61,Bhopal,BSSBS,5481,SESLG
801,Madhya Pradesh,7,20.48,Bhopal,SSSSB,5243,W0DDI
751,Madhya Pradesh,7,21.92,Sagar,SSSSB,4893,XQ829
751,Madhya Pradesh,7,21.92,Chhatarpur,SSSSS,4893,XXNZ1
851,Madhya Pradesh,7,19.22,Vidisha,SSSBS,5593,ARSJ2
751,Madhya Pradesh,7,21.92,Bhopal,SSSSS,4893,8F31Y
751,Madhya Pradesh,7,21.92,Chhatarpur,SHSSS,4893,YSOAU
835,Madhya Pradesh,7,19.61,Raisen,SSSSS,5481,BWZ3S
751,Madhya Pradesh,7,21.92,Vidisha,SSSSS,4893,TQW78
751,Madhya Pradesh,7,21.92,Raisen,SSSSS,4893,XZASA
551,Madhya Pradesh,7,30.5,Bhopal,SSSSS,3493,1NV6Q
835,Madhya Pradesh,7,19.61,Ratlam,SSSSS,5481,N8HJL
751,Madhya Pradesh,7,21.92,Chhatarpur,SSSSB,4893,9A86F
751,Madhya Pradesh,7,21.92,Sagar,SSSSS,4893,19DHG
901,Madhya Pradesh,7,18.1,Jhabua,SSSSS,5943,JB1OC
835,Madhya Pradesh,7,19.61,Vidisha,SSSSS,5481,N2SA9
751,Madhya Pradesh,7,21.92,Mandsaur,SSSBB,4893,JEF7L
551,Madhya Pradesh,7,30.5,Bhopal,BBBBS,3493,OB8OX
751,Madhya Pradesh,7,21.92,Mandsaur,SSSSS,4893,V5ZJN
751,Madhya Pradesh,7,21.92,Shivpuri,SSSSB,4893,LGPSZ
751,Madhya Pradesh,7,21.92,Rewa,BSSSS,4893,CY0OR
901,Madhya Pradesh,7,18.1,Mandsaur,SSSSS,5943,C94P3
951,Madhya Pradesh,7,17.11,Dhar,SSSSS,6293,45PBX
751,Madhya Pradesh,7,21.92,Guna,SSBSS,4893,U9MSQ
751,Madhya Pradesh,7,21.92,Sagar,SSSBS,4893,KVKDP
751,Madhya Pradesh,7,21.92,Sagar,SSSSS,4893,PWS3S
751,Madhya Pradesh,7,21.92,Vidisha,SSSSS,4893,7BHQ6
751,Madhya Pradesh,7,21.92,Sehore,BSSSS,4893,1PM9W
751,Madhya Pradesh,7,21.92,Dhar,SSSSS,4893,FYY5F
851,Madhya Pradesh,7,19.22,Jabalpur,SSSSS,5593,YMIOF
751,Madhya Pradesh,7,21.92,Vidisha,SSSSS,4893,JSN4D
751,Madhya Pradesh,7,21.92,Jabalpur,SSSSS,4893,PS3A7
751,Madhya Pradesh,7,21.92,Singrauli,BBSB,4893,4AQFK
751,Madhya Pradesh,7,21.92,Bhopal,BSBS,4893,U5EFS
901,Madhya Pradesh,7,18.1,Vidisha,SSSS,5943,P968S
901,Madhya Pradesh,7,18.1,Vidisha,BSSS,5943,7AFWJ
751,Madhya Pradesh,7,21.92,Morena,BSSS,4893,68OMA
751,Madhya Pradesh,7,21.92,Shajapur,SBBS,4893,X432S
751,Madhya Pradesh,7,21.92,Mandsaur,SSSS,4893,9YOPR
751,Madhya Pradesh,7,21.92,Damoh,SSBS,4893,SMHYV
751,Madhya Pradesh,7,21.92,Vidisha,SBBB,4893,2Z86Q
801,Madhya Pradesh,7,20.48,Indore,SSSS,5243,FABNP
751,Madhya Pradesh,7,21.92,Vidisha,BSSS,4893,IXBRU
801,Madhya Pradesh,7,20.48,Sidhi,SSSS,5243,UMB8P
751,Madhya Pradesh,7,21.92,Dewas,SSSB,4893,BHGCB
901,Madhya Pradesh,7,18.1,Chhatarpur,SSSB,5943,SZ1JH
751,Madhya Pradesh,7,21.92,Mandsaur,SBBS,4893,K15UN
751,Madhya Pradesh,7,21.92,Sehore,SSBS,4893,KKJXH
851,Madhya Pradesh,7,19.22,Jabalpur,SBSB,5593,0152R
835,Madhya Pradesh,7,19.61,Guna,HBBS,5481,63UZW
751,Madhya Pradesh,7,21.92,Bhopal,SSSS,4893,V3X28
901,Madhya Pradesh,7,18.1,Sehore,SSSS,5943,590F9
901,Madhya Pradesh,7,18.1,Narsinghpur,BSSS,5943,WD8J0
951,Madhya Pradesh,7,17.11,Indore,SSSB,6293,WCQEX
751,Madhya Pradesh,7,21.92,Damoh,BSSS,4893,0KC8L
751,Madhya Pradesh,7,21.92,Bhopal,SSSB,4893,E4JO1
751,Madhya Pradesh,7,21.92,Bhopal,SSSS,4893,7AZ1Q
751,Madhya Pradesh,7,21.92,Sagar,SSSS,4893,B67CO
651,Madhya Pradesh,7,25.51,Satna,BSSS,4193,PXAYO
751,Madhya Pradesh,7,21.92,Raisen,SSBS,4893,RG0GC
901,Madhya Pradesh,7,18.1,Bhopal,SSSS,5943,HNZAC
751,Madhya Pradesh,7,21.92,Sidhi,SSSS,4893,ALVEK
751,Madhya Pradesh,7,21.92,Sagar,SSSS,4893,XPPJ0
751,Madhya Pradesh,7,21.92,Chhatarpur,HBBS,4893,R2BKS
751,Madhya Pradesh,7,21.92,Raisen,SBSS,4893,08S8J
986,Madhya Pradesh,11,6.65,Damoh,SSSS,10494,7KCXI
901,Madhya Pradesh,7,18.1,Narsinghpur,SSSS,5943,VKX3Q
1076,Madhya Pradesh,10,5.58,Damoh,SSSS,10490,CWPDA
2337,Madhya Pradesh,14,4.26,Raisen,SSSS,31864,3T5JH
1031,Madhya Pradesh,11,5.34,Mandsaur,SSSS,11044,W8ND8
1191,Madhya Pradesh,11,5.48,Shajapur,BSSS,12749,2PVD9
854,Madhya Pradesh,11,6.47,Vidisha,SSSS,9097,D3KOH
986,Madhya Pradesh,11,6.65,Indore,SSSS,10494,8GUN3
1050,Madhya Pradesh,11,6.23,Indore,SBS,11198,67QJ1
1002,Madhya Pradesh,10,5.09,Ratlam,SSS,9790,3G4LG
835,Madhya Pradesh,7,19.61,Indore,SSS,5481,5ODA4
1560,Madhya Pradesh,10,4.4,East Nimar,SSS,15290,IDI2G
1695,Madhya Pradesh,10,6.04,Bhopal,SSS,16490,JL1XC
1050,Madhya Pradesh,11,6.23,Rewa,SSS,11198,JLJNW
751,Madhya Pradesh,7,21.92,Sidhi,SSS,4893,HAFSF
1290,Madhya Pradesh,10,5.34,Neemuch,SSS,12590,K3LQM
801,Madhya Pradesh,7,20.48,Rewa,SSS,5243,IWFP4
894,Madhya Pradesh,10,4.96,Chhatarpur,SSB,8740,BGUQA
1503,Madhya Pradesh,11,4.88,Bhopal,SSS,16137,LLOLT
1122,Madhya Pradesh,11,5.82,Morena,SSS,11990,BDT6G
1002,Madhya Pradesh,10,5.09,Damoh,SBS,9790,59JZN
1386,Madhya Pradesh,10,4.31,Indore,SSS,13590,E6FOJ
1585,Madhya Pradesh,10,6.47,Raisen,SSS,15390,ZSWZ1
2089,Madhya Pradesh,10,5.31,Ujjain,SSS,20390,6HSRU
751,Madhya Pradesh,7,21.92,Satna,SSS,4893,ZSA8Y
819,Madhya Pradesh,11,5.99,Bhopal,BBB,8745,7.61E+10
2209,Madhya Pradesh,10,5.02,Jabalpur,SSS,21590,AR21U
1805,Madhya Pradesh,10,5.67,Bhopal,SBB,17590,8GK6V
1195,Madhya Pradesh,11,5.46,Indore,SSS,12793,71ONG
983,Madhya Pradesh,11,6.03,Satna,SSS,10494,KQC7S
1181,Madhya Pradesh,11,6.23,Mandsaur,SSS,12595,WK2PQ
1807,Madhya Pradesh,14,4.24,Morena,SSS,24640,FXRHS
2040,Madhya Pradesh,14,4.64,Morena,SBS,27748,HYCPW
1807,Madhya Pradesh,14,4.24,Neemuch,BBB,24640,1R1FL
1585,Madhya Pradesh,10,6.47,Raisen,SSS,15390,D86WS
2451,Madhya Pradesh,10,4.7,Dhar,SSS,23990,7BNJU
2089,Madhya Pradesh,10,5.31,Jabalpur,SSS,20390,QSIEU
1312,Madhya Pradesh,11,6.24,Dhar,SSS,13992,J2VVF
3340,Madhya Pradesh,11,5.81,Ujjain,SSS,35695,PEBNR
751,Madhya Pradesh,7,21.92,Satna,SSS,4893,A15EM
1807,Madhya Pradesh,14,4.24,Bhopal,SSS,24640,1O6UV
1146,Madhya Pradesh,10,5.23,Bhopal,SBS,11190,NCMCP
1188,Madhya Pradesh,11,4.97,Ratlam,SSS,12749,IT5KF
1426,Madhya Pradesh,11,5.14,Raisen,SSS,15290,AH8LB
951,Madhya Pradesh,7,17.11,Morena,SSS,6293,9VUV1
751,Madhya Pradesh,7,21.92,Morena,SSS,4893,20JJM
2089,Madhya Pradesh,10,5.31,Bhopal,SSS,20390,Z95UD
1312,Madhya Pradesh,11,6.24,Neemuch,BBS,13992,UQ0J7
1734,Madhya Pradesh,10,3.95,Ujjain,SSS,17030,Z0JW0
1503,Madhya Pradesh,11,4.88,Raisen,SBS,16137,OVY8Q
751,Madhya Pradesh,7,21.92,Mandsaur,SBS,4893,D80ES
2304,Madhya Pradesh,14,4.1,West Nimar,SBS,31444,6TKFP
751,Madhya Pradesh,7,21.92,Vidisha,SSS,4893,5FEJO
904,Madhya Pradesh,11,7.27,Jabalpur,SSS,9592,F5C2Q
1141,Madhya Pradesh,8,17.92,Shajapur,SSS,8544,DA11I
3340,Madhya Pradesh,11,5.81,Indore,SSS,35695,GU0TL
1729,Madhya Pradesh,10,6.45,Indore,SSS,16790,DYODJ
751,Madhya Pradesh,7,21.92,Indore,SSS,4893,OSJIC
1290,Madhya Pradesh,10,5.34,Chhatarpur,SSB,12590,4BVU9
746,Madhya Pradesh,11,5.19,Morena,SSS,7997,ZQ8GY
1807,Madhya Pradesh,14,4.24,SHEOPUR,SSS,24640,9ZVYV
1345,Madhya Pradesh,11,5.46,West Nimar,SSS,14399,J3V37
2089,Madhya Pradesh,10,5.31,Damoh,SSS,20390,APPAK
1290,Madhya Pradesh,10,5.34,Raisen,SSS,12590,O2PQZ
1969,Madhya Pradesh,10,5.65,East Nimar,SBS,19190,YAO6X
751,Madhya Pradesh,7,21.92,Chhatarpur,SSS,4893,5HCNB
1999,Madhya Pradesh,10,5.11,Ujjain,SSS,19530,NNGA1
1349,Madhya Pradesh,11,5.44,Indore,SSS,14443,YC6IA
3155,Madhya Pradesh,10,3.78,Ujjain,SSS,31010,M3WTW
1915,Madhya Pradesh,10,5.33,Jabalpur,SSS,18690,4LCT2
1729,Madhya Pradesh,10,6.45,Gwalior,SSS,16790,BZALJ
1560,Madhya Pradesh,10,4.4,Sagar,SSS,15290,MHWI3
1426,Madhya Pradesh,11,5.14,Morena,SSS,15290,AUP48
1365,Madhya Pradesh,10,7.54,Sagar,SSS,13190,61JRT
1020,Madhya Pradesh,11,6.42,Narsinghpur,SSS,10868,FTKFZ
1349,Madhya Pradesh,11,5.44,Tikamgarh,SSS,14443,4.40E+04
1188,Madhya Pradesh,11,4.97,Betul,SSB,12749,XST97
819,Madhya Pradesh,11,5.99,Khandwa,SSS,8745,ZXTMY
1969,Madhya Pradesh,10,5.65,Indore,SSS,19190,9EWGE
1915,Madhya Pradesh,10,5.33,Gwalior,SSS,18690,ICV16
1695,Madhya Pradesh,10,6.04,Indore,SSS,16490,PLE4N
1117,Madhya Pradesh,11,6.6,Shahdol,SBS,11891,YMV95
1861,Madhya Pradesh,14,4.12,Indore,SSB,25396,S2K9Q
1585,Madhya Pradesh,10,6.47,Bhopal,SSS,15390,HUOKZ
1041,Madhya Pradesh,10,5.77,Jabalpur,SSS,10140,ZE3VI
1449,Madhya Pradesh,10,7.09,Indore,SSS,14030,U3XQJ
1508,Madhya Pradesh,11,5.41,Mandsaur,SSS,16148,MWF98
1915,Madhya Pradesh,10,5.33,Jabalpur,SSS,18690,FAVHT
885,Madhya Pradesh,11,6,Ratlam,SSS,9449,4Y2K8
2595,Madhya Pradesh,14,3.63,Bhopal,SSB,35518,EEN1Z
932,Madhya Pradesh,10,5.48,Chhindwara,SSS,9090,N89GC
2915,Madhya Pradesh,10,3.94,Ujjain,BBB,28630,7CX1X
1163,Madhya Pradesh,11,5.62,Bhopal,SSS,12441,CCNYP
1349,Madhya Pradesh,11,5.44,Bhopal,SSS,14443,J3HBN
1305,Madhya Pradesh,10,5.27,Indore,BBB,12740,W2L4X
954,Madhya Pradesh,11,6.88,Chhatarpur,SSS,10142,975TI
1915,Madhya Pradesh,10,5.33,Dhar,BBS,18690,8OWFI
655,Madhya Pradesh,11,5.93,Damoh,SSS,6996,PNRFY
1152,Madhya Pradesh,11,5.67,BARWANI,SSS,12320,RUUXU
2014,Madhya Pradesh,14,3.8,Bhopal,SSB,27538,ABF93
1496,Madhya Pradesh,14,5.14,Sagar,SSS,20286,F57QX
1090,Madhya Pradesh,11,5.04,Ratlam,SSS,11693,EFXI1
983,Madhya Pradesh,11,6.03,Guna,BBS,10494,Q8WX0
1915,Madhya Pradesh,10,5.33,Bhopal,SSS,18690,5LRRR
3340,Madhya Pradesh,11,5.81,Bhopal,SSS,35695,9J4JN
709,Madhya Pradesh,11,5.47,Bhopal,SSS,7590,ELWLO
2059,Madhya Pradesh,10,6.39,Ratlam,SSB,20000,OX2SQ
1304,Madhya Pradesh,10,5.28,Gwalior,SSS,12730,77YQD
1964,Madhya Pradesh,14,3.9,Indore,SSS,26838,Y8NJH
963,Madhya Pradesh,11,7.69,Gwalior,BBB,10197,9SBLN
1117,Madhya Pradesh,11,6.6,Guna,SSS,11891,ECQGT
962,Madhya Pradesh,11,5.51,Bhopal,SSS,10296,SFL0S
1729,Madhya Pradesh,10,6.45,Indore,SSS,16790,NSM5Z
983,Madhya Pradesh,11,6.03,Damoh,SSB,10494,C3N0Q
2052,Madhya Pradesh,10,5.63,Dhar,SSS,20000,N1XSA
1069,Madhya Pradesh,11,4.95,Raisen,SBS,11473,LILYZ
3149,Madhya Pradesh,11,6.17,Indore,SSS,33594,MMR9V
859,Madhya Pradesh,10,5.17,East Nimar,SS,8390,ETBBI
655,Madhya Pradesh,11,5.93,Vidisha,SS,6996,3T5WL
1560,Madhya Pradesh,10,4.4,Sehore,SS,15290,ULMRO
1648,Madhya Pradesh,10,4.57,Indore,SS,16140,D5Y23
845,Madhya Pradesh,11,4.57,Vidisha,SS,9086,IKUC8
1195,Madhya Pradesh,11,6.16,West Nimar,SB,12749,XSKF9
983,Madhya Pradesh,11,6.03,Dhar,SS,10494,ONY1H
1426,Madhya Pradesh,11,5.14,Chhatarpur,BS,15290,TOPNF
1475,Madhya Pradesh,14,5.22,Datia,SS,19992,5VAXL
837,Madhya Pradesh,11,4.62,East Nimar,SS,8998,VLPA3
954,Madhya Pradesh,11,6.88,Panna,SS,10142,HAR3R
2511,Madhya Pradesh,10,4.59,Chhatarpur,SS,24590,B6TNK
983,Madhya Pradesh,11,6.03,Mandsaur,SS,10494,ZGZ6O
1220,Madhya Pradesh,10,5.65,Dhar,BS,11890,4ZFFZ
1729,Madhya Pradesh,10,6.45,Chhatarpur,SS,16790,8YRN3
1349,Madhya Pradesh,11,5.44,Damoh,SS,14443,P3YUJ
1220,Madhya Pradesh,10,5.65,Ratlam,SS,11890,GEHDU
1572,Madhya Pradesh,11,4.66,Indore,SS,16896,G1A8H
2150,Madhya Pradesh,14,4.63,HARDA,SS,29246,OETBU
2931,Madhya Pradesh,10,3.92,Indore,BB,28790,8KUDU
2611,Madhya Pradesh,10,4.41,Indore,SS,25590,KEYFQ
1117,Madhya Pradesh,11,6.6,Gwalior,SS,11891,H8KIG
802,Madhya Pradesh,10,6.39,Vidisha,SS,7790,HMQF7
1648,Madhya Pradesh,10,4.57,ANUPPUR,SS,16140,H950J
2435,Madhya Pradesh,10,4.73,Sagar,BB,23830,9TTDF
1475,Madhya Pradesh,14,5.22,Gwalior,SS,19992,TLGBG
791,Madhya Pradesh,11,4.89,Vidisha,SS,8492,01YQD
1349,Madhya Pradesh,11,5.44,Indore,SB,14443,YI0HZ
1277,Madhya Pradesh,11,5.92,BARWANI,SS,13640,LX1NJ
940,Madhya Pradesh,8,20.71,HARDA,SB,6968,SH6UX
1508,Madhya Pradesh,11,5.41,Sagar,SS,16148,04YM7
2109,Madhya Pradesh,10,4.84,Indore,SS,20630,EQ0HT
1390,Madhya Pradesh,10,4.95,Rewa,SS,13590,QX7OB
1932,Madhya Pradesh,14,4.22,Panna,BB,26348,Q2HQN
1648,Madhya Pradesh,10,4.57,Indore,SS,16140,ZY3WW
951,Madhya Pradesh,11,5.14,Mandsaur,BS,10197,3RQAK
1152,Madhya Pradesh,11,5.67,Ujjain,BS,12320,GVGYQ
876,Madhya Pradesh,11,5.59,Chhatarpur,SS,9372,EROC5
709,Madhya Pradesh,11,5.47,Sagar,SS,7590,Q25TT
1119,Madhya Pradesh,11,5.28,Bhopal,SS,11990,FIYF4
1585,Madhya Pradesh,10,6.47,Sagar,SS,15390,K6E05
1194,Madhya Pradesh,11,6.16,Mandsaur,SS,12738,BKC8M
1270,Madhya Pradesh,11,6.94,Ujjain,SS,13497,DGOF8
2150,Madhya Pradesh,14,4.63,Satna,SB,29246,MKLQF
1474,Madhya Pradesh,11,5.96,Gwalior,SS,15741,WZVS0
991,Madhya Pradesh,11,5.35,Dewas,SS,10615,SNIOS
834,Madhya Pradesh,11,6.38,Bhopal,SS,8888,48QGF
1630,Madhya Pradesh,14,5.02,Indore,SS,22120,PRJYC
1543,Madhya Pradesh,11,4.88,Raisen,SS,16566,51N0N
1781,Madhya Pradesh,11,4.91,Jabalpur,SS,19118,4AZAC
1349,Madhya Pradesh,11,5.44,Betul,SS,14443,KYW97
746,Madhya Pradesh,11,5.19,Dhar,SS,7997,52AX4
2291,Madhya Pradesh,10,5.04,Ratlam,SS,22390,LYB8C
1679,Madhya Pradesh,11,5.22,Khandwa,SS,17996,LWHYZ
991,Madhya Pradesh,11,5.35,Raisen,SS,10615,O3P1H
1585,Madhya Pradesh,10,6.47,Guna,SS,15390,V7EPU
1277,Madhya Pradesh,11,5.92,Jabalpur,SS,13640,JBHRN
1770,Madhya Pradesh,11,6,ASHOK NAGAR,SS,18898,A9ESO
1474,Madhya Pradesh,11,5.96,Singrauli,BS,15741,DK56Y
757,Madhya Pradesh,11,7.04,Tikamgarh,SS,8041,ODQHZ
2291,Madhya Pradesh,10,5.04,Satna,SS,22390,ODXKZ
1971,Madhya Pradesh,10,5.87,Tikamgarh,SS,19190,IJKBV
2595,Madhya Pradesh,10,4.44,Bhopal,SS,25430,6MRGW
2471,Madhya Pradesh,14,4.02,Vidisha,SS,33740,H10EE
2611,Madhya Pradesh,10,4.41,Sidhi,SS,25590,WXYZJ
1858,Madhya Pradesh,11,4.71,Raisen,SS,19965,VITAT
2771,Madhya Pradesh,10,4.15,Indore,SS,27190,T5X1O
854,Madhya Pradesh,11,6.47,Datia,SS,9097,NPES8
1585,Madhya Pradesh,10,6.47,Guna,SS,15390,LXCMA
1272,Madhya Pradesh,11,5.78,Mandsaur,SS,13596,FRRYY
914,Madhya Pradesh,11,5.81,Vidisha,BS,9768,OEVL4
1366,Madhya Pradesh,11,5.53,Vidisha,SS,14619,KKJYO
914,Madhya Pradesh,11,5.81,Sidhi,SS,9768,K6BL8
951,Madhya Pradesh,11,5.14,Panna,SS,10197,EZ65D
2771,Madhya Pradesh,10,4.15,Ujjain,SS,27190,D7VS4
1086,Madhya Pradesh,11,5.64,Mandsaur,SB,11616,25OJF
2771,Madhya Pradesh,10,4.15,Mandsaur,SS,27190,WWO31
1474,Madhya Pradesh,11,5.96,Indore,SS,15741,S981W
1474,Madhya Pradesh,11,5.96,Rewa,SS,15741,6PR60
1620,Madhya Pradesh,11,4.64,Bhopal,SS,17413,Q9B21
856,Madhya Pradesh,11,6.95,Mandsaur,SS,9097,LQU8J
1246,Madhya Pradesh,11,6.07,Indore,SS,13299,NHHIS
1455,Madhya Pradesh,11,5.18,Satna,SS,15598,7987C
989,Madhya Pradesh,11,4.94,Chhatarpur,SS,10615,PV2MI
862,Madhya Pradesh,11,6.17,ASHOK NAGAR,SS,9196,ONARY
1277,Madhya Pradesh,11,5.92,Indore,SS,13640,74INP
655,Madhya Pradesh,11,5.93,Ratlam,SS,6996,ZBE28
1532,Madhya Pradesh,11,4.92,Bhopal,SS,16445,4IXP9
915,Madhya Pradesh,11,6.49,Khandwa,SS,9746,KE3AY
2611,Madhya Pradesh,10,4.41,Chhindwara,SS,25590,W6S8C
1109,Madhya Pradesh,10,5,Mandsaur,SS,10840,3HINL
757,Madhya Pradesh,11,7.04,Bhopal,SS,8041,EWQSG
1620,Madhya Pradesh,11,4.64,ASHOK NAGAR,SS,17413,J6QLF
2771,Madhya Pradesh,10,4.15,Damoh,SS,27190,30YA4
1126,Madhya Pradesh,10,4.32,Jabalpur,SS,11040,YHM2B
2451,Madhya Pradesh,10,4.7,Chhindwara,SS,23990,RWD13
2771,Madhya Pradesh,10,4.15,Ratlam,SS,27190,M1PPO
2611,Madhya Pradesh,10,4.41,Ratlam,SS,25590,EVCYM
1349,Madhya Pradesh,11,5.44,Sagar,SS,14443,W3ZEO
1668,Madhya Pradesh,14,6.01,Mandsaur,BS,22498,7DXKM
1933,Madhya Pradesh,10,5.75,Ujjain,SS,18830,FC7OC
1421,Madhya Pradesh,14,5.42,Ujjain,BS,19236,WCL4D
1016,Madhya Pradesh,11,6.03,Shivpuri,SS,10846,050GV
2771,Madhya Pradesh,10,4.15,Rewa,S,27190,7EDUL
1277,Madhya Pradesh,11,5.92,Vidisha,S,13640,JO1UZ
1524,Madhya Pradesh,14,5.05,Indore,S,20678,JZOZV
2052,Madhya Pradesh,10,5.63,Vidisha,S,20000,86B5L
1016,Madhya Pradesh,11,6.03,Damoh,S,10846,PM4S5
1632,Madhya Pradesh,11,4.61,Jabalpur,S,17545,LAXTO
2291,Madhya Pradesh,10,5.04,Ujjain,B,22390,86DCA
1051,Madhya Pradesh,11,5.63,Shajapur,B,11242,5NCP8
856,Madhya Pradesh,11,6.95,Dewas,S,9097,5J2GM
1277,Madhya Pradesh,11,5.92,West Nimar,S,13640,UT7IB
1157,Madhya Pradesh,11,5.29,ASHOK NAGAR,B,12397,H8M9U
1620,Madhya Pradesh,11,4.64,ASHOK NAGAR,B,17413,Y3CB7
3691,Madhya Pradesh,17,6.04,Tikamgarh,S,59993,0DHHU
1031,Madhya Pradesh,11,5.34,Mandsaur,S,11044,N3I9T
1620,Madhya Pradesh,11,4.64,Vidisha,S,17413,2WO3A
791,Madhya Pradesh,11,4.89,Dewas,S,8492,7G1LW
8585,Madhya Pradesh,14,3.94,Neemuch,B,117278,OTBXP
2611,Madhya Pradesh,10,4.41,Damoh,S,25590,DVJDB
1721,Madhya Pradesh,14,4.46,Shivpuri,B,23436,31YQ7
4162,Madhya Pradesh,17,9.56,Gwalior,B,65926,ZBM74
6166,Madhya Pradesh,17,6.35,Gwalior,S,99994,F657R
1109,Madhya Pradesh,10,5,Ujjain,S,10840,X2X0I
1915,Madhya Pradesh,10,5.33,Chhatarpur,S,18690,8PCD2
2771,Madhya Pradesh,10,4.15,Ujjain,S,27190,LFT29
3813,Madhya Pradesh,17,10.49,Gwalior,S,59993,QAES1
2985,Madhya Pradesh,17,7.53,Gwalior,S,47991,3LFFZ
1689,Madhya Pradesh,11,4.45,Damoh,B,18172,95H7T
7350,Madhya Pradesh,14,4.62,Rewa,S,99988,OSK6T
1543,Madhya Pradesh,11,4.88,Indore,S,16566,JOSNN
655,Madhya Pradesh,11,5.93,Sagar,S,6996,XCGE7
1041,Madhya Pradesh,10,5.77,Vidisha,S,10140,0H1OS
1162,Madhya Pradesh,11,5.26,Sagar,S,12452,BHJHX
1841,Madhya Pradesh,14,4.43,Mandsaur,S,25074,01B1U
3691,Madhya Pradesh,17,6.04,Gwalior,B,59993,IQ09T
2102,Madhya Pradesh,11,5.53,Ratlam,B,22495,BKDGB
1016,Madhya Pradesh,11,6.03,Mandsaur,S,10846,0WXMQ
1162,Madhya Pradesh,11,5.26,Indore,S,12452,YHT6G
1277,Madhya Pradesh,11,5.92,Bhopal,S,13640,GUY0E
2915,Madhya Pradesh,10,3.94,Dhar,S,28630,ET6CK
1227,Madhya Pradesh,11,4.98,Jabalpur,S,13167,L28P2
1033,Madhya Pradesh,11,5.73,Panna,S,11044,VDDMB
1620,Madhya Pradesh,11,4.64,Chhatarpur,S,17413,8KICJ
1342,Madhya Pradesh,10,4.12,Guna,S,13170,VIODO
1194,Madhya Pradesh,11,6.16,Sehore,S,12738,9R7RK
1474,Madhya Pradesh,11,5.96,Indore,S,15741,MXCOD
3149,Madhya Pradesh,11,6.17,Bhopal,S,33594,LPZGV
2089,Madhya Pradesh,10,5.31,Indore,S,20390,T3C5F
1349,Madhya Pradesh,11,5.44,Damoh,S,14443,V251V
4934,Madhya Pradesh,14,5.45,Singrauli,S,66780,USQ02
954,Madhya Pradesh,11,6.88,West Nimar,S,10142,8ONXM
1117,Madhya Pradesh,11,6.6,Sidhi,S,11891,K7X4S
856,Madhya Pradesh,11,6.95,Mandsaur,S,9097,3JVJ1
1157,Madhya Pradesh,11,5.29,Damoh,S,12397,ZWVQ5
564,Madhya Pradesh,11,6.91,Hoshangabad,S,5995,BEOKT
1277,Madhya Pradesh,11,5.92,Ujjain,S,13640,U7MOI
856,Madhya Pradesh,11,6.95,Dewas,S,9097,1JKUT
972,Madhya Pradesh,11,5.67,East Nimar,S,10395,V3NJE
1117,Madhya Pradesh,11,6.6,Tikamgarh,S,11891,DCSTM
1033,Madhya Pradesh,11,5.73,Dhar,S,11044,UGXMG
2089,Madhya Pradesh,10,5.31,Datia,S,20390,7BDEP
1272,Madhya Pradesh,11,5.78,Betul,S,13596,NVLT1
1016,Madhya Pradesh,11,6.03,Rewa,B,10846,Q9HC4
834,Madhya Pradesh,11,6.38,Bhopal,S,8888,KWWBT
933,Madhya Pradesh,11,6.36,Ratlam,B,9944,BPJ1J
1577,Madhya Pradesh,11,5.56,Ujjain,B,16874,7PP3Q
2335,Madhya Pradesh,11,4.88,Bhopal,S,25069,0I6PU
2089,Madhya Pradesh,10,5.31,East Nimar,S,20390,1L0DD
1349,Madhya Pradesh,11,5.44,Ujjain,S,14443,QX6YC
1474,Madhya Pradesh,11,5.96,Rewa,S,15741,2M7RN
1801,Madhya Pradesh,10,6.44,Rewa,S,17490,5DQ0R
1100,Madhya Pradesh,11,6.9,Rewa,S,11693,5TZKH
2176,Madhya Pradesh,10,5.31,HARDA,S,21240,HCPSN
1543,Madhya Pradesh,11,4.88,KATNI,S,16566,L5BEY
1426,Madhya Pradesh,11,5.14,Ujjain,S,15290,L0BZL
1455,Madhya Pradesh,11,5.18,HARDA,S,15598,9SL7H
1152,Madhya Pradesh,11,5.67,HARDA,S,12320,63L3J
1227,Madhya Pradesh,11,4.98,Jabalpur,S,13167,K5GNB
2198,Madhya Pradesh,11,5.19,ASHOK NAGAR,S,23562,LRZO6
709,Madhya Pradesh,11,5.47,Mandsaur,S,7590,Z6MK7
823,Madhya Pradesh,10,5.12,Morena,S,8040,EVIZE
2376,Madhya Pradesh,11,4.45,Indore,S,25564,ZPCJ3
1455,Madhya Pradesh,11,5.18,Shajapur,S,15598,LU5WA
1002,Madhya Pradesh,11,5.91,Indore,S,10703,RFPL6
